Entrez	GeneSymbol	GeneType	UMLS_CUI	Disease	TraitType	Cluster
140685	ZBTB46	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_26
164	AP1G1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_27
392	ARHGAP1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_28
84619	ZGPAT	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_29
93986	FOXP2	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_30
2104	ESRRG	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_31
54984	PINX1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_32
1666	DECR1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_33
3615	IMPDH2	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_4
4486	MST1R	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_34
23239	PHLPP1	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_8
272	AMPD3	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_35
2147	F2	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_36
4995	OR3A2	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_37
7775	ZNF232	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_1
23036	ZNF292	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_38
58484	NLRC4	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_39
79183	TTPAL	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_40
254879	OR2T6	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_41
63891	RNF123	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_42
60673	ATG101	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_3
51072	MEMO1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_11
51530	ZC3HC1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_43
9656	MDC1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_2
270	AMPD1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_44
3655	ITGA6	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_45
8723	SNX4	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_4
140801	RPL10L	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_46
148109	FAM187B	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_47
7579	ZSCAN20	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_1
2162	F13A1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_3
3123	HLA-DRB1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_12
327	APEH	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_48
7187	TRAF3	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_6
51375	SNX7	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_4
7392	USF2	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_49
7572	ZNF24	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_1
2584	GALK1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_50
5600	MAPK11	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_51
7571	ZNF23	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_52
7586	ZKSCAN1	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_1
7745	ZKSCAN8	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_1
9776	ATG13	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_3
10290	SPEG	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_53
10293	TRAIP	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_6
22950	SLC4A1AP	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_54
55843	ARHGAP15	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_55
57404	CYP20A1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_56
58493	INIP	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_2
79012	CAMKV	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_57
83595	SOX7	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_58
91107	TRIM47	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_59
94274	PPP1R14A	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_60
219983	OR4D6	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_61
375341	C3orf62	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_62
8771	TNFRSF6B	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_63
27134	TJP3	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_64
9682	KDM4A	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_65
64324	NSD1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_66
221037	JMJD1C	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_5
80975	TMPRSS5	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_67
3895	KTN1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_68
4038	LRP4	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_69
8525	DGKZ	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_70
84661	DPY30	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_71
8927	BSN	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_72
27248	ERLEC1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_73
91869	RFT1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_74
56934	CA10	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_75
466	ATF1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_76
84148	KAT8	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_77
473	RERE	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_78
640	BLK	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_79
253782	CERS6	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_80
29925	GMPPB	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_9
57609	DIP2B	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_81
10181	RBM5	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_82
1871	E2F3	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_83
10224	ZNF443	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_84
348980	HCN1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_85
7991	TUSC3	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_86
27161	AGO2	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_87
8625	RFXANK	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_88
29926	GMPPA	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_9
90993	CREB3L1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_89
734	OSGIN2	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_90
57448	BIRC6	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_91
776	CACNA1D	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_10
793	CALB1	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_10
794	CALB2	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_92
64129	TINAGL1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_93
29775	CARD10	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_94
56980	PRDM10	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_95
10314	LANCL1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_96
23207	PLEKHM2	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_97
90025	UBE3D	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_11
51599	LSR	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_98
955	ENTPD6	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_99
152503	SH3D19	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_100
7727	ZNF174	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_1
83871	RAB34	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_101
79759	ZNF668	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_102
65059	RAPH1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_103
10991	SLC38A3	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_104
3777	KCNK3	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_105
2294	FOXF1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_106
7021	TFAP2B	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_107
27166	PRELID1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_108
54925	ZSCAN32	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_1
9821	RB1CC1	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_3
26532	OR10H3	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_109
4684	NCAM1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_7
112755	STX1B	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_110
55164	SHQ1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_111
1838	DTNB	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_112
79797	ZNF408	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_113
91012	CERS5	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_114
10180	RBM6	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_115
1946	EFNA5	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_116
9880	ZBTB39	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_117
10955	SERINC3	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_2
57646	USP28	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_2
219874	OR6T1	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_118
286046	XKR6	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_119
401994	OR14I1	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_120
80095	ZNF606	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_121
27445	PCLO	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_122
2205	FCER1A	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_123
112970	KTI12	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_124
115827	RAB3C	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_125
4485	MST1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_126
3700	ITIH4	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_127
53917	RAB24	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_128
10139	ARFRP1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_129
6898	TAT	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_130
26468	LHX6	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_131
51060	TXNDC12	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_132
4661	MYT1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_6
4969	OGN	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_12
338674	OR5F1	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_133
140612	ZFP28	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_134
84547	PGBD1	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_1
4482	MSRA	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_135
84450	ZNF512	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_136
51091	SEPSECS	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_5
57684	ZBTB26	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_137
115584	SLC5A11	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_138
7932	OR2H2	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_139
79544	OR4K1	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_140
4062	LY6H	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_141
83463	MXD3	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_142
9726	ZNF646	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_143
6405	SEMA3F	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_144
390113	OR4X1	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_145
51282	SCAND1	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_1
10103	TSPAN1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_146
389058	SP5	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_147
