Entrez	GeneSymbol	GeneType	UMLS_CUI	Disease	TraitType	Cluster
8761	PABPC4	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
27102	EIF2AK1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_6
361	AQP4	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_18
898	CCNE1	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
3656	IRAK2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
5604	MAP2K1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
27436	EML4	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
383	ARG1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
2909	ARHGAP35	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
11186	RASSF1	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_6
27347	STK39	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
5595	MAPK3	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
55681	SCYL2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
2091	FBL	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
8260	NAA10	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
57144	PAK5	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
6241	RRM2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
3727	JUND	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
3843	IPO5	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
675	BRCA2	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_4
3646	EIF3E	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
7507	XPA	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_4
7508	XPC	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_4
51347	TAOK3	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_4
23028	KDM1A	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
4750	NEK1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
4437	MSH3	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_4
3815	KIT	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
5294	PIK3CG	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
931	MS4A1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_6
4830	NME1	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
6240	RRM1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
51602	NOP58	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
55651	NHP2	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
55759	WDR12	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
51082	POLR1D	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
2260	FGFR1	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
25865	PRKD2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
3099	HK2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
7270	TTF1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_6
8314	BAP1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
10171	RCL1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
8844	KSR1	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
8048	CSRP3	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
51592	TRIM33	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
64969	MRPS5	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_4
1965	EIF2S1	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
814	CAMK4	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_19
284656	EPHA10	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_20
28969	BZW2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
4233	MET	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
10000	AKT3	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
6304	SATB1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
4763	NF1	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
5156	PDGFRA	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
2321	FLT1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
2322	FLT3	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_21
5979	RET	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
4921	DDR2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
5610	EIF2AK2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
5531	PPP4C	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_4
1033	CDKN3	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
6446	SGK1	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
8344	H2BC6	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
5983	RFC3	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
2264	FGFR4	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_22
9497	SLC4A7	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
1789	DNMT3B	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
4968	OGG1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
6637	SNRPG	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
8711	TNK1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
283455	KSR2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
10961	ERP29	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
4603	MYBL1	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
6723	SRM	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
51388	NIP7	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
1548	CYP2A6	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_23
8408	ULK1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
1788	DNMT3A	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_1
84444	DOT1L	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
8890	EIF2B4	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
51280	GOLM1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
23038	WDTC1	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_24
83743	GRWD1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
6166	RPL36AL	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
3761	KCNJ4	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_25
8347	H2BC4	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
4893	NRAS	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
2045	EPHA7	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_26
2044	EPHA5	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
7371	UCK2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
3707	ITPKB	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_27
23556	PIGN	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
2081	ERN1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_4
23160	WDR43	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
6173	RPL36A	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
8343	H2BC7	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
8346	H2BC10	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_5
3978	LIG1	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
85481	PSKH2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
2791	GNG11	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_28
81037	CLPTM1L	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_3
2787	GNG5	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_29
9748	SLK	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
6098	ROS1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_30
2986	GUCY2F	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_31
9582	APOBEC3B	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_4
10922	FASTK	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_32
6440	SFTPC	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_33
3645	INSRR	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_2
26750	RPS6KC1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_34
389840	MAP3K15	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_35
27306	HPGDS	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_36
84700	MYO18B	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_37
29098	RANGRF	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_38
51303	FKBP11	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_39
6565	SLC15A2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_40
6573	SLC19A1	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_41
8671	SLC4A4	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_42
138474	TAF1L	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_43
55783	CMTR2	seed	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_44
285220	EPHA6	predicted	C0152013	Adenocarcinoma_of_lung_disorder	Complex Disease	Adenocarcinoma_of_lung_disorder_45
6622	SNCA	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
2	A2M	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
348	APOE	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
351	APP	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
2026	ENO2	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
3553	IL1B	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
3952	LEP	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
4803	NGF	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
4846	NOS3	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
7276	TTR	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
9510	ADAMTS1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
1956	EGFR	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
5664	PSEN2	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
2023	ENO1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
2335	FN1	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_3
6648	SOD2	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
335	APOA1	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
598	BCL2L1	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
847	CAT	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
1385	CREB1	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
2353	FOS	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_6
3725	JUN	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_6
4137	MAPT	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
5071	PRKN	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
7157	TP53	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
801	CALM1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
1509	CTSD	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_6
7416	VDAC1	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
54205	CYCS	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
207	AKT1	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
43	ACHE	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
2932	GSK3B	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
51741	WWOX	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
6517	SLC2A4	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_6
7124	TNF	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
274	BIN1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
1718	DHCR24	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
1636	ACE	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_7
2099	ESR1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_6
5340	PLG	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_3
55676	SLC30A6	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_8
2597	GAPDH	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
23607	CD2AP	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
154	ADRB2	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
1191	CLU	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
5663	PSEN1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
2904	GRIN2B	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
51225	ABI3	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_9
7040	TGFB1	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
6647	SOD1	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
102	ADAM10	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_10
1139	CHRNA7	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
2534	FYN	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
1813	DRD2	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
498	ATP5F1A	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
596	BCL2	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
836	CASP3	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
1508	CTSB	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
267	AMFR	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
213	ALB	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
808	CALM3	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
7037	TFRC	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_3
10857	PGRMC1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
7167	TPI1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
1808	DPYSL2	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_11
8301	PICALM	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_3
10452	TOMM40	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
183	AGT	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_7
5972	REN	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_7
5594	MAPK1	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_6
5468	PPARG	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_6
3643	INSR	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_6
1666	DECR1	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_3
3667	IRS1	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
5599	MAPK8	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
1020	CDK5	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
5328	PLAU	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_3
341	APOC1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
1471	CST3	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
2147	F2	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_3
3240	HP	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
7018	TF	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_3
23385	NCSTN	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
2041	EPHA1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_12
79890	RIN3	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
581	BAX	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
3127	HLA-DRB5	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_13
1401	CRP	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_6
3635	INPP5D	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_2
1356	CP	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_5
627	BDNF	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
3630	INS	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
5443	POMC	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
6653	SORL1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
23621	BACE1	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
26330	GAPDHS	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_4
51314	NME8	predicted	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_1
3416	IDE	seed	C0002395	Alzheimers_Disease	Complex Disease	Alzheimers_Disease_3
